ID,Name,Age,Potential,Value,Height,Weight,SprintSpeed,Stamina,Strength,Balance,Agility
217050,R. Miller,26,68,475000,190.5,83.91,53,66,85,40,35
217054,H. Cummings,26,68,750000,182.88,83.91,41,46,84,53,53
217082,W. ngel,25,78,0,187.96,83.91,61,62,89,42,39
217085,V. Garca,24,78,4500000,177.8,71.21,77,67,61,71,77
217086,C. Amissi,28,65,525000,172.72,69.85,76,75,69,74,64
217096,J. Lumley,23,73,525000,190.5,73.03,46,38,51,51,30
217097,R. Otero,25,76,8000000,170.18,62.14,81,72,37,91,92
217140,A. Gilliead,22,74,725000,182.88,69.85,80,65,64,61,77
217153,Wu Xi,29,69,1000000,180.34,74.84,68,75,70,62,59
217156,Zhang Lie,36,65,70000,190.5,84.82,35,38,45,45,36
217160,Peng Xinli,26,66,625000,175.26,62.14,82,78,64,72,78
217167,G. Sandoval,22,80,3600000,170.18,66.22,80,71,57,84,83
217168,J. Abella,24,75,2600000,175.26,73.94,74,81,58,68,68
217190,A. Flores,27,64,475000,170.18,67.13,73,66,48,82,56
217191,O. Threlkeld,24,68,500000,182.88,74.84,65,75,69,64,71
217193,J. Corrales,27,64,350000,175.26,69.85,65,60,52,76,75
217196,J. Palomino,28,78,7500000,187.96,87.09,49,69,83,44,46
217201,E. Triverio,29,69,1100000,182.88,78.02,62,64,74,55,62
217203,L. Sanchez,31,68,600000,190.5,84.82,30,49,90,33,33
217217,D. Ceren,28,70,1400000,177.8,73.03,59,77,66,81,53
217225,J. Lalpekhlua,27,64,0,175.26,74.84,74,60,63,80,79
217235,Zainadine,30,74,4200000,177.8,74.84,68,73,76,72,66
217242,Y. Kubo,24,78,7500000,177.8,71.21,73,68,56,77,85
217277,ngel Galvan,25,71,525000,190.5,83.01,47,28,69,49,65
217287,J. De Sart,23,76,2700000,185.42,73.03,60,80,64,71,64
217313,J. Caenepeel,21,72,775000,175.26,68.95,84,64,65,73,74
217332,E. Monthe,23,67,250000,193.04,82.1,66,64,77,49,31
217391,Mica Pinto,25,68,650000,175.26,77.11,69,78,59,73,76
217502,A. Kofler,31,65,325000,193.04,87.09,47,43,73,34,32
217532,M. El-Munir,26,73,1800000,177.8,76.2,86,73,64,53,76
217546,Sequeira,27,74,4600000,182.88,78.93,71,81,71,64,62
217565,Jubal,24,76,3400000,187.96,79.83,65,76,74,53,51
217585,B. Kuipers,23,68,500000,180.34,73.94,65,70,65,74,70
217605,L. Lerager,24,78,8500000,185.42,84.82,67,90,69,53,63
217606,E. Boateng,24,73,1200000,167.64,69.85,90,65,59,92,90
217610,Mamadu Cande,26,67,650000,172.72,82.1,78,67,75,84,76
217620,A. Seck,26,68,475000,193.04,94.8,72,72,90,57,55
217639,Y. Kashiwagi,30,70,1600000,175.26,73.03,62,65,61,65,61
217645,Y. Kurihara,34,54,20000,182.88,79.83,33,34,73,39,31
217646,S. Nishikawa,32,71,1400000,182.88,81.19,40,36,64,56,68
217647,J. Tanaka,30,66,600000,180.34,74.84,70,70,74,56,75
217648,G. Haraguchi,27,75,7000000,177.8,68.04,86,78,41,79,87
217649,S. Gonda,29,68,600000,187.96,83.01,43,43,60,50,40
217650,J. Fujimoto,34,63,190000,172.72,68.95,45,33,61,70,60
217653,H. Takahashi,30,69,775000,182.88,74.84,54,77,74,53,75
217696,A. Doukha,31,66,400000,185.42,84.82,41,41,67,42,30
217699,I. Slimani,30,76,7500000,187.96,83.01,58,72,82,55,58
217709,Raphael Silva,26,69,575000,190.5,83.01,51,61,72,46,40
217710,M. Barragan,26,72,2800000,177.8,76.2,74,69,72,64,76
217714,P. Arriola,23,77,4200000,167.64,64.86,83,84,53,79,81
217718,S. Nattestad,23,68,350000,198.12,94.8,59,65,85,38,48
217730,S. Zwierschitz,27,65,450000,182.88,74.84,69,68,69,56,64
217731,Sandro,22,81,9500000,175.26,71.21,69,57,66,79,82
217758,C. Washington,26,69,825000,177.8,84.82,78,83,75,62,75
217759,Lolo,26,64,350000,185.42,83.01,54,75,78,45,51
217794,B. Vejar,22,75,1100000,167.64,64.86,85,70,68,65,71
217802,Fabio Sturgeon,24,74,2300000,182.88,68.95,73,71,69,66,71
217803,S. Domnguez,30,64,425000,170.18,68.04,72,83,77,66,68
217805,A. Martn Arias,25,80,6500000,185.42,78.93,42,35,65,57,35
217813,G. Lajud,24,76,2900000,180.34,79.83,44,37,64,64,33
217826,J. Laurent,23,67,400000,187.96,74.84,74,70,74,64,69
217844,Djavan,30,74,4100000,182.88,76.2,77,85,76,61,68
217845,A. Hjulsager,23,78,1600000,175.26,73.03,77,70,68,70,76
217852,K. Molino,28,72,3100000,172.72,69.85,74,74,65,77,77
217870,G. Di Lorenzo,24,76,3400000,182.88,82.1,69,72,73,65,71
217877,T. Bongonda,22,81,9000000,175.26,63.96,80,75,53,79,87
217940,D. Djene,26,79,10000000,175.26,71.21,75,77,70,72,76
217990,J. Gomez,27,68,700000,182.88,82.1,70,75,82,58,70
217994,M. Crowe,22,68,230000,193.04,83.91,43,33,67,44,38
217998,C. Arango,23,77,1600000,180.34,78.02,70,64,74,66,67
218050,M. Abarhoun,29,72,2400000,187.96,74.84,53,69,75,55,58
218057,J. Jesgarzewski,24,66,280000,180.34,74.84,70,71,62,68,65
218066,M. Samatta,25,79,10000000,182.88,79.83,84,65,73,65,79
218154,K. Billiat,27,75,7000000,170.18,59.87,89,66,65,80,79
218182,G. Mencia,29,68,700000,177.8,78.02,62,68,70,64,54
218208,C. Fuentes,25,74,1900000,170.18,73.94,67,85,76,76,70
218212,A. Noppert,24,69,425000,203.2,93.89,50,42,66,60,40
218214,F. Ben Youssef,27,67,825000,190.5,86.18,67,70,86,56,57
218216,F. Ben Mustapha,29,68,600000,193.04,82.1,47,40,64,45,33
218292,D. Djigla,22,68,500000,175.26,73.03,90,64,58,53,81
218298,S. Allagbe,24,75,1100000,187.96,71.21,28,28,45,32,59
218339,M. Dahoud,22,86,20000000,177.8,68.04,67,89,58,84,87
218341,J. Elez,24,77,4400000,187.96,87.09,60,65,81,47,51
218343,R. Hedges,22,72,575000,185.42,64.86,75,66,56,61,74
218345,J. Zacara,28,69,1100000,172.72,76.2,75,68,62,72,71
218381,S. Matthews,21,67,230000,175.26,71.21,67,63,52,74,69
218387,N. Espinoza,22,71,350000,190.5,83.91,47,29,54,66,34
218392,G. Diaz,24,66,325000,170.18,64.86,82,69,67,70,71
218397,D. Ochieng,25,63,220000,187.96,88.9,69,72,82,52,50
218415,A. Bjelica,24,75,3100000,182.88,81.19,68,73,76,70,60
218464,E. Quiones,29,66,625000,175.26,78.02,78,67,85,74,69
218471,Kim Min Woo,28,65,550000,172.72,68.95,73,65,69,74,73
218534,S. Adamyan,25,73,2300000,182.88,77.11,77,77,68,72,76
218540,A. Oyongo,27,75,5000000,175.26,68.04,86,85,59,76,88
218548,A. Oumarou,31,67,675000,187.96,78.02,79,66,68,74,78
218576,W. Aimson,24,67,290000,177.8,69.85,58,60,70,64,58
218585,S. Griffin,23,68,350000,177.8,73.94,74,68,57,69,71
218591,S. Long,23,65,180000,177.8,69.85,64,77,67,66,70
218593,S. Moore,23,62,90000,187.96,72.12,55,30,53,46,48
218621,F. Sanchez,28,73,3200000,175.26,73.94,90,87,65,72,75
218623,Caf£,25,73,2400000,182.88,83.91,64,87,83,66,58
218633,F. Piasecki,23,68,500000,185.42,77.11,74,65,78,62,61
218646,M. Smith,22,66,220000,177.8,69.85,65,54,62,72,72
218651,P. Sotiriou,25,73,1400000,185.42,81.19,79,78,79,66,64
218656,S. Mockenhaupt,26,71,1100000,187.96,83.91,76,68,77,60,58
218658,D. Iorfa,23,71,825000,193.04,78.02,88,71,79,40,59
218659,M. Targett,22,79,2300000,182.88,69.85,75,67,67,63,69
218660,J. Sims,21,77,1200000,167.64,64.86,77,55,51,80,83
218661,J. Flannigan,22,66,325000,180.34,71.21,63,53,63,67,64
218662,Asdr£bal,27,68,900000,172.72,68.04,74,79,79,78,91
218667,Bernardo Silva,23,91,59500000,172.72,63.96,74,78,48,88,90
218687,J. Domnguez,31,70,1200000,172.72,69.85,68,78,62,75,75
218729,Euller,23,74,800000,175.26,73.03,77,76,68,82,91
218736,Vtor Gonáalves,26,71,2100000,172.72,68.95,66,81,47,77,76
218740,K. Alphonse,25,66,450000,180.34,73.94,65,69,67,70,68
218743,A. Zapata,23,74,1100000,175.26,73.94,71,78,58,80,78
218744,J. Byrne,22,74,925000,175.26,73.03,66,71,67,75,78
218745,O. Ntcham,22,82,6000000,180.34,81.19,75,82,80,74,71
218746,Pozo,22,81,8000000,170.18,64.86,72,57,57,80,76
218747,C. Pinares,27,72,2700000,175.26,73.03,81,74,72,74,84
218846,E. vila,31,62,200000,182.88,77.11,55,52,77,57,54
218868,A. Silva,28,75,6500000,177.8,68.04,84,85,60,79,83
218880,S. Marreh,22,74,925000,182.88,78.02,49,72,79,59,54
218887,O. Custodio,23,72,650000,177.8,76.2,65,78,59,70,61
218936,Rafa Soares,23,80,3900000,177.8,71.21,74,71,61,71,70
218970,F. Mubele,24,78,7500000,172.72,73.03,83,68,74,81,89
218971,S. Gbohouo,29,68,0,190.5,82.1,42,30,68,55,40
218981,H. Palacios,25,77,3400000,175.26,74.84,90,92,72,68,69
218985,R. Augustyniak,24,69,600000,185.42,82.1,67,75,81,54,62
218991,M. Gomez,24,75,1400000,185.42,72.12,79,78,72,66,77
219046,D. Ismail,24,75,1200000,177.8,74.84,79,68,60,69,71
219087,S. Vegas,21,77,1300000,182.88,79.83,77,75,78,50,60
219090,R. Osorio,23,75,1100000,180.34,68.04,71,70,76,62,62
219091,J. Fuentes,23,78,1400000,175.26,72.12,75,75,75,72,66
219104,C. Bravo,24,69,825000,167.64,69.85,82,63,71,88,80
219106,F. Al Ansari,31,70,1200000,195.58,73.03,62,72,77,45,60
219127,P. Galdames,21,80,2800000,175.26,68.04,74,85,57,76,79
219133,A. Gomez,25,68,650000,180.34,68.95,83,84,73,71,69
219145,G. Maripan,24,79,7500000,193.04,83.01,48,56,92,32,31
219158,M. Mosquera,25,68,550000,180.34,72.12,66,74,72,64,64
219159,D. Nizic,23,65,130000,195.58,77.11,33,28,50,39,38
219160,V. Cantillo,24,80,4800000,180.34,69.85,68,79,75,65,69
219164,Yago,22,74,925000,177.8,86.18,68,73,77,73,64
219167,S. Vittor,29,73,2700000,187.96,86.18,56,73,86,37,52
219170,R. Becerra,30,68,875000,187.96,87.09,53,56,82,45,58
219174,R. Carrera,26,72,2800000,182.88,72.12,82,77,73,63,70
219177,J. Grant,23,73,1200000,177.8,72.12,75,82,69,72,87
219180,Dani Calvo,24,75,2600000,190.5,82.1,49,65,82,44,48
219181,Pedro Tiba,29,72,3000000,175.26,68.95,62,77,73,68,67
219216,J. Windass,24,78,4300000,175.26,68.04,87,72,70,78,85
219244,D. von Ballmoos,23,79,2100000,193.04,89.81,46,34,81,51,45
219254,G. Castillejos,32,65,425000,187.96,88,53,60,73,48,52
219258,Pedro Henrique,25,81,8500000,190.5,88,47,76,90,33,42
219259,R. Brown,22,68,600000,175.26,78.02,78,73,60,82,84
219260,F. Dornebusch,23,67,250000,193.04,88.9,42,29,78,42,31
219261,M. Jelavi,24,65,400000,187.96,79.83,65,52,73,56,60
219268,L. Pavez,30,63,270000,175.26,68.95,55,77,59,71,63
219285,B. Beckeles,32,69,575000,182.88,83.91,65,90,82,42,56
219293,M. Helik,22,72,875000,190.5,79.83,68,72,74,60,50
219337,J. Calle,27,64,475000,175.26,66.22,67,67,58,75,75
219344,A. Al Basisi,40,57,10000,182.88,86.18,49,37,79,49,38
219346,A. Barbaro,26,68,900000,177.8,74.84,74,59,52,77,76
219368,G. Walusimbi,28,64,350000,170.18,81.19,75,71,80,56,70
219391,G. Escalante,25,82,10000000,182.88,74.84,72,84,73,70,66
219392,A. Rufer,22,66,220000,182.88,74.84,66,68,68,61,69
219409,V. Karavaev,23,77,4300000,175.26,64.86,77,85,59,73,71
219411,J. Izquierdo,25,78,10500000,170.18,74.84,90,74,59,84,91
219413,E. Velasco,26,69,850000,177.8,78.02,78,87,78,66,67
219414,I. Alba,23,66,325000,175.26,71.21,74,70,69,68,76
219436,J. Clarke,23,68,500000,172.72,69.85,80,73,68,68,78
219448,M. Heinloth,26,66,450000,177.8,74.84,68,76,67,74,69
219449,M. Pepi,22,72,750000,177.8,77.11,68,68,64,77,80
219451,N. Paz,26,75,2000000,193.04,88.9,53,68,91,32,35
219452,J. Fernandez,23,75,975000,177.8,72.12,74,92,72,75,64
219455,J. Calleri,24,82,12000000,180.34,77.11,72,74,71,79,72
219458,D. Wheeler,27,65,575000,180.34,76.2,84,84,75,72,80
219461,E. Palmer-Brown,21,77,975000,185.42,78.93,72,54,69,56,62
219466,B. Meling,23,75,2000000,172.72,63.96,78,87,36,80,82
219467,B. Halliday,22,69,325000,180.34,68.04,74,78,64,83,83
219469,S. Perica,22,77,4200000,193.04,79.83,67,64,76,44,58
219471,C. Diedhiou,30,65,400000,190.5,76.2,69,55,76,50,44
219480,Naldo,28,67,625000,185.42,74.84,62,73,67,52,44
219482,R. Fulton,22,67,210000,190.5,69.85,31,24,52,40,40
219487,F. De Col,24,73,1000000,182.88,83.01,73,92,76,62,70
219492,M. De Iriondo,25,69,600000,177.8,74.84,72,84,77,69,71
219496,Simy,26,75,3900000,198.12,83.91,63,63,89,36,68
219510,E. Ofori,23,78,4200000,172.72,69.85,65,73,59,92,88
219514,Derley,30,70,1700000,182.88,76.2,66,66,77,70,69
219518,P. Becker,25,69,800000,172.72,72.12,83,46,64,77,77
219522,J. Ledesma,25,73,850000,185.42,83.01,42,39,60,50,40
219523,J. Aguirre,26,68,950000,175.26,68.95,94,64,68,80,85
219525,E. Cerutti,26,74,4700000,177.8,74.84,87,74,56,70,88
219527,C. Mafla,25,71,825000,175.26,66.22,68,78,66,75,72
219531,S. Olivarez,26,69,675000,180.34,82.1,49,68,75,54,59
219536,I. Pussetto,22,82,8500000,180.34,73.94,78,78,74,66,77
219546,J. Murillo,24,73,900000,182.88,72.12,85,89,67,69,76
219550,O. Palmer,26,63,375000,195.58,92.08,70,67,88,67,58
219551,C. Shaughnessy,22,74,625000,190.5,73.94,66,67,74,59,59
219555,J. Mez£,28,65,550000,170.18,73.94,81,57,55,82,84
219558,G. Koomson,23,72,1200000,180.34,68.95,87,68,59,67,79
219561,A. ulina,26,64,475000,182.88,77.11,75,72,65,61,65
219566,F. Friday,23,74,1200000,187.96,89.81,77,65,85,68,67
219570,O. Bernal,22,70,425000,175.26,76.2,65,69,69,70,60
219571,Camarasa,24,83,10500000,182.88,76.2,55,73,74,69,66
219576,R. Battaglia,26,80,14500000,187.96,78.93,69,94,78,61,60
219577,A. Ingegneri,26,69,500000,185.42,78.02,65,62,66,71,57
219581,S. Gigot,24,81,8500000,187.96,83.01,69,73,83,57,61
219582,S. Fortäs,26,72,1100000,193.04,84.82,47,66,86,47,56
219584,L. Lezzerini,23,74,700000,195.58,86.18,44,32,66,38,39
219585,M. Valjent,22,70,525000,185.42,83.01,63,84,66,78,77
219587,A. Martinelli,25,70,800000,175.26,68.95,66,77,68,81,66
219591,S. Simi,23,81,5000000,187.96,78.93,56,59,79,51,51
219594,A. Barberis,24,74,1400000,177.8,72.12,67,81,53,70,68
219595,D. Quiones,22,74,1100000,172.72,72.12,87,82,50,77,83
219604,M. Sao,28,67,775000,185.42,73.94,91,75,64,57,83
219605,C. Cuevas,23,73,1000000,172.72,63.96,83,70,51,74,85
219617,J. Arzura,25,75,2600000,175.26,71.21,70,88,74,77,71
219623,L. Rolon,23,75,1100000,170.18,69.85,79,64,61,76,76
219626,J. Gomez,24,78,4500000,172.72,63.05,92,78,58,87,85
219627,J. Verdugo,21,72,500000,175.26,69.85,81,54,59,73,65
219636,F. Manzano,24,74,925000,172.72,71.21,69,80,66,76,67
219637,Ander Cantero,23,70,375000,187.96,82.1,53,42,70,58,64
219641,Cristian Lopez,29,71,2400000,185.42,79.83,74,80,77,58,68
219647,A. Vuletich,26,70,1300000,185.42,78.93,68,69,85,55,55
219652,Rober Ibaez,25,75,3900000,177.8,71.21,75,60,52,89,77
219655,F. Zampano,24,74,1900000,177.8,73.94,76,82,65,78,77
219657,L. Wedl,22,67,170000,185.42,73.94,44,20,65,55,30
219660,E. Stokes,22,69,220000,172.72,69.85,72,51,56,75,72
219661,P. Jaroszyski,23,70,600000,182.88,77.11,69,69,69,62,52
219670,G. Piovi,23,74,1000000,180.34,69.85,73,76,62,77,77
219680,C. Hountondji,24,72,875000,195.58,81.19,53,58,82,35,52
219681,J. Amavi,24,82,10000000,175.26,69.85,80,78,70,76,75
219683,C. Tolisso,23,88,34000000,180.34,81.19,66,87,77,74,75
219684,S. Nicholson,23,76,1300000,175.26,71.21,86,67,60,83,84
219688,M. Lopez,27,70,775000,187.96,79.83,60,65,71,56,32
219689,S. Lizana,25,68,775000,167.64,68.04,73,70,54,78,82
219690,Diego Galo,34,71,725000,185.42,79.83,53,53,74,56,55
219693,Diego Carlos,25,80,10500000,185.42,86.18,68,64,84,57,64
219700,P. Lipski,24,73,1000000,185.42,78.93,64,67,65,72,72
219701,J. Wrbel,22,69,190000,193.04,87.09,42,39,56,33,40
219709,Sa£l,23,76,2000000,182.88,71.21,68,53,66,63,60
219712,S. Cristoforo,24,79,7500000,175.26,68.04,54,74,65,83,76
219715,R. Di Gennaro,24,70,675000,187.96,79.83,46,39,50,41,36
219717,Y. Gonzalez,23,71,850000,182.88,81.19,72,87,75,66,71
219720,A. Boniotti,23,67,350000,177.8,72.12,70,61,59,66,73
219721,A. Camigliano,23,70,525000,187.96,82.1,51,46,71,67,40
219727,L. Perez,28,65,550000,187.96,86.18,70,78,63,67,72
219728,Edgar Mendez,27,75,7000000,187.96,76.2,84,74,81,57,75
219732,G. Nkoudou,23,80,9000000,175.26,73.03,88,64,60,89,86
219733,L. Ajorque,24,75,2400000,195.58,82.1,49,73,84,30,58
219736,E. Horvath,23,77,2400000,195.58,86.18,49,30,64,32,54
219740,Kahraba,24,79,0,182.88,76.2,84,74,69,66,79
219743,S. Al Duayyi,25,67,550000,177.8,83.01,66,83,79,63,66
219746,D. Torres,25,68,550000,175.26,69.85,68,69,65,73,64
219754,Bruno Varela,23,79,5500000,190.5,87.09,43,44,73,43,59
219755,U. Mati,28,69,1000000,182.88,78.02,65,86,74,69,72
219756,F. Markovi,26,65,525000,180.34,78.02,74,59,56,65,66
219758,L. Rizzo,26,75,6500000,185.42,79.83,77,77,75,58,72
219759,S. Molina,26,68,900000,177.8,74.84,79,79,65,80,78
219771,Gabriel Xavier,24,74,2300000,167.64,60.78,74,63,64,75,72
219774,Sebas Moyano,21,73,400000,172.72,66.22,68,47,30,78,72
219777,Chema Rodrguez,26,78,7000000,187.96,79.83,68,70,76,61,68
219779,E. Assifuah,24,70,975000,172.72,69.85,90,74,78,78,85
219780,Claude Gonáalves,24,71,850000,175.26,68.95,65,69,64,78,71
219782,Lei Tenglong,27,67,525000,182.88,74.84,72,65,79,63,60
219785,T. Holmes-Dennis,22,70,525000,177.8,73.03,76,72,63,69,71
219787,A. Mosquera,28,74,2900000,180.34,78.02,75,74,76,55,70
219789,H. Traore,26,76,5500000,175.26,71.21,80,76,62,82,72
219792,B. Santamaria,23,80,7500000,182.88,73.03,65,75,63,69,73
219793,T. Didillon,22,81,6000000,187.96,88,54,25,67,33,55
219795,J. Coleman,22,71,400000,198.12,82.1,49,40,60,60,48
219796,Einar Galilea,24,73,675000,180.34,69.85,56,63,72,56,59
219797,R. Martnez,24,81,9500000,180.34,84.82,83,65,81,66,76
219803,D. Cavare,23,75,1200000,182.88,83.91,64,67,88,42,60
219808,Tana,27,74,6000000,170.18,73.03,65,69,53,88,81
219809,T. Bakayoko,23,85,17000000,187.96,84.82,69,83,80,57,64
219813,M. Havekotte,22,70,290000,187.96,79.83,41,23,52,54,36
219814,S. Klaiber,23,74,2500000,182.88,76.2,83,88,80,60,68
219836,Ruben Yaez,24,72,725000,190.5,84.82,43,38,68,28,51
219837,Aguza,25,75,2000000,175.26,68.04,62,71,66,70,60
219840,Noblejas,25,70,600000,187.96,77.11,74,74,81,35,54
219841,J. Figal,24,81,8000000,180.34,63.96,71,79,73,63,73
219848,David Costas,23,75,2000000,182.88,72.12,67,66,65,66,66
219852,A. Ferrari,24,75,2000000,182.88,69.85,73,72,69,67,67
219854,G. Smith,24,63,120000,185.42,86.18,33,20,62,50,34
219860,G. Perea,26,68,550000,177.8,73.03,60,70,85,70,57
219861,C. Florez,23,71,825000,180.34,82.1,70,78,77,67,64
219864,Cotan,22,78,2300000,175.26,67.13,60,67,40,76,74
219871,J. Medranda,24,75,1200000,172.72,68.04,71,71,64,86,77
219872,D. Hayes,23,62,100000,167.64,72.12,56,52,58,68,60
219874,A. Dales,23,67,350000,180.34,69.85,76,55,52,65,61
219879,M. Pisano,26,70,1900000,165.1,60.78,75,67,33,76,76
219886,H. Heath,22,65,270000,180.34,73.03,55,59,63,58,63
219911,T. Hlatshwayo,28,75,0,187.96,88,61,50,84,33,49
219912,L. Manyama,27,69,1100000,180.34,74.84,71,69,48,65,46
219931,D. Mendoza,25,69,950000,185.42,86.18,70,65,78,48,63
219932,A. Sanabria,22,85,17500000,180.34,73.94,79,69,76,75,78
219937,N. Krber,21,79,1100000,185.42,83.91,37,28,55,43,46
219938,L. Rosseti,23,74,1100000,182.88,78.02,70,72,75,70,60
219942,D. Delgado,25,71,2100000,185.42,69.85,89,80,64,54,67
219948,J. Cummings,22,75,1100000,177.8,63.05,72,64,60,72,67
219949,N. Pantaleone,25,68,400000,177.8,77.11,65,60,61,65,61
219950,N. Sonko Sundberg,22,72,650000,187.96,83.91,73,66,80,57,56
219952,L. Henderson,22,77,1400000,182.88,67.13,67,90,72,75,72
219953,Embarba,26,77,9000000,172.72,66.22,79,77,61,78,79
219956,P. Ceccaroni,22,70,525000,187.96,76.2,73,66,66,59,54
219957,J. Laursen,23,71,525000,180.34,76.2,76,76,72,67,76
219967,D. Hadun,22,68,350000,190.5,77.11,35,33,38,30,32
219969,A. Vasyutin,23,75,925000,190.5,79.83,40,28,59,48,31
219983,U. Saracco,24,66,210000,190.5,83.01,41,41,55,65,37
219985,M. Vecino,26,81,14500000,187.96,81.19,69,81,75,56,66
219988,F. Avenatti,25,73,2900000,195.58,86.18,67,62,88,33,34
219990,V. Hoff,22,75,1100000,180.34,73.94,70,79,60,80,72
219995,V. Parigini,22,79,1500000,180.34,69.85,73,61,54,70,77
219998,J. Mauri,22,79,4300000,170.18,64.86,65,74,33,93,89
220018,A. Rebi,24,82,16000000,185.42,78.02,86,80,83,66,75
220019,M. Harness,22,62,170000,182.88,69.85,78,51,49,76,77
220023,A. Al Shammari,24,70,525000,187.96,59.87,63,65,70,54,62
220028,S. Adekugbe,23,73,750000,175.26,74.84,82,84,69,74,74
220029,S. Khaoui,23,76,4100000,182.88,68.04,72,66,49,69,76
220030,G. Paquiez,24,68,575000,182.88,72.12,74,78,64,66,64
220031,O. McBurnie,22,80,3700000,190.5,77.11,72,74,80,65,61
220035,A. Ajagun,25,72,1300000,167.64,64.86,84,90,53,93,80
220038,H. McGahey,22,74,825000,187.96,84.82,80,65,81,53,46
220041,N. LÅchinger,23,66,180000,175.26,68.95,74,66,68,73,63
220045,C. Mahoney,21,77,1200000,175.26,67.13,76,63,44,75,68
220048,S. Scuffet,22,82,3800000,190.5,78.02,50,40,65,45,60
220051,M. Milo,25,72,1100000,175.26,69.85,76,75,65,75,77
220057,H. Lennon,23,68,425000,190.5,77.11,71,69,75,50,66
220058,D. Phillips,23,75,750000,187.96,76.2,43,38,58,54,30
220061,N. Gymber,25,74,2500000,187.96,73.94,62,48,74,41,34
220064,C. Aboagye,23,77,3200000,162.56,54.88,82,69,60,86,85
220074,R. Espejord,22,72,575000,187.96,86.18,63,57,77,50,61
220075,M. Kanno,23,74,1200000,190.5,71.21,78,78,84,57,73
220084,C. Falletti,25,75,3900000,170.18,64.86,85,76,62,77,86
220085,L. Waldschmidt,22,79,5500000,180.34,74.84,77,68,61,73,79
220087,Fabrcio Baiano,26,75,2500000,177.8,74.84,63,78,72,76,66
220089,S. Dursun,26,72,1800000,187.96,78.93,67,75,83,58,56
220090,Raphael Rossi,27,72,2200000,187.96,83.91,47,56,88,48,52
220093,H. Hateboer,24,80,9000000,187.96,73.94,82,86,72,64,64
220118,I. Bel Hassani,25,72,2200000,175.26,72.12,66,51,60,77,76
220123,F. Mendy,24,71,625000,185.42,79.83,73,56,77,59,61
220126,M. Diagne,24,75,1100000,187.96,73.94,75,70,75,51,61
220127,Joo Silva,28,67,800000,187.96,78.93,65,72,68,59,59
220128,J. Cristaldo,29,70,1800000,175.26,73.03,76,70,62,75,81
220131,M. Diagne,26,75,6500000,190.5,86.18,57,65,89,33,44
220132,Zald£a,26,78,7000000,175.26,69.85,69,65,60,71,63
220139,S. Szmodics,22,74,950000,167.64,63.96,77,86,60,73,87
220140,F. Kent,22,75,750000,187.96,76.2,66,80,68,60,57
220147,F. lvarez,23,69,350000,182.88,78.02,67,68,68,58,59
220149,T. Field,21,70,375000,177.8,69.85,70,59,59,87,73
220152,Y. Baraye,26,69,1100000,177.8,68.95,88,69,46,71,67
220156,A. Balboa,24,73,925000,185.42,81.19,53,67,82,50,56
220165,J. Pohjanpalo,23,77,4200000,182.88,87.09,73,61,70,65,69
220166,Avto,26,68,950000,177.8,69.85,76,62,61,70,73
220172,S. Janko,22,74,1900000,177.8,69.85,87,74,68,70,77
220175,O. Kemen,21,79,2700000,177.8,78.02,74,78,78,74,73
220178,J. Bokila,29,70,1800000,187.96,81.19,76,66,78,54,67
220182,J. Denayer,23,83,9500000,182.88,79.83,71,69,79,62,66
220185,B. Barker,21,73,925000,180.34,67.13,91,65,59,74,75
220187,M. Jay,22,63,140000,170.18,63.96,76,70,43,83,87
220190,Cristian Arco,23,61,90000,180.34,74.84,46,54,55,65,30
220191,Marcelo Djalo,24,72,875000,193.04,86.18,49,46,90,30,27
220196,D. Brooks,20,85,7000000,182.88,62.14,76,70,45,79,85
220197,K. Bryan,21,77,775000,185.42,72.12,60,68,74,67,69
220198,B. Celina,21,81,3800000,180.34,66.22,77,52,62,81,78
220201,I. Ledezma,22,76,1300000,170.18,68.04,63,61,57,79,71
220204,R. Bezjak,29,69,1100000,177.8,69.85,73,65,60,75,80
220205,M. Milec,26,67,0,175.26,68.95,76,75,54,70,73
220209,K. Lawrence,25,77,6000000,177.8,73.03,88,83,77,71,81
220214,M. Bachini,23,70,230000,187.96,82.1,33,63,69,65,41
220216,S. Heaney,22,60,80000,193.04,81.19,38,42,74,39,40
220230,P. Bochniewicz,22,73,775000,193.04,84.82,38,57,73,50,35
220245,B. Zungu,25,78,7000000,182.88,76.2,68,89,74,66,68
220246,B. Mkhwanazi,28,70,0,182.88,74.84,67,72,75,66,54
220253,Munir,22,83,12500000,175.26,68.95,80,69,63,78,78
220258,R. Rode,29,54,50000,187.96,86.18,51,63,54,61,41
220295,E. Valencia,28,76,8000000,177.8,76.2,87,80,74,77,80
220302,B. Sanneh,23,79,4700000,182.88,74.84,72,76,86,69,67
220306,A. Ceesay,24,64,170000,187.96,74.84,77,60,78,70,63
220314,O. Marciano,28,67,450000,193.04,87.09,44,33,80,40,33
220334,O. Romero,25,77,9000000,175.26,73.94,76,72,60,85,79
220337,J. Alonso,25,80,7500000,182.88,82.1,74,76,85,62,66
220348,Isaac Carcelen,25,70,675000,177.8,74.84,80,89,69,76,71
220355,Alex Alegra,25,74,3000000,187.96,82.1,54,64,78,39,65
220356,A. Al Dohaim,24,69,500000,182.88,74.84,68,55,76,57,66
220357,J. Bajandouh,25,72,975000,185.42,84.82,50,78,76,64,63
220358,F. Monteseirn,23,78,2800000,182.88,82.1,57,63,80,55,43
